TARGET,TARGET_START,TARGET_STOP,TARGET_TEXT,SOURCE,SOURCE_START,SOURCE_STOP,SOURCE_TEXT,TYPE,AUTH,ADDED_BY,NOTE
lucan.bellum_civile,1_4,1_4,4-5 rupto foedere regni / certatum totis concussi viribus orbis,vergil.aeneid,11_321,11_321,11.321-2 foederis aequas / dicamus leges sociosque in regna vocamus,3,TB,,polemical allusion; Latinus' pact ends civil war = broken pact of Caesar and Pompey begins a civil war
lucan.bellum_civile,1_8,1_8,8 licentia ferri,vergil.aeneid,7_461,7_461,7.461 amor ferri,4,TB,,Roman citizen's freedom of the sword = Turnus' love of the sword when goaded by Allecto
lucan.bellum_civile,1_12,1_12,12 bella . . . nullos habitura triumphos,vergil.aeneid,8_714,8_714,8.714 triplici . . . triumpho,4,TB,,civil war leads to no triumphs = triple triumph after Actium
lucan.bellum_civile,1_27,1_27,27 rarus . . . habitator,vergil.aeneid,8_98,8_98,8.98-9 rara domorum / tecta,3,TB,,
lucan.bellum_civile,1_196,1_196,196 Phrygii . . . penates,vergil.aeneid,2_293,2_293,2.293 Troia Penates,3,TB,,Caesar addresses the Penates which Hector gave to Aeneas
lucan.bellum_civile,1_227,1_227,227 utendum est iudice bello,vergil.aeneid,12_79,12_79,12.79 nostro dirimamus sanguine bellum,4,TB,,Caesar wants blood via general conflict to be the judge wherease Turnus wants blood from a duel between himself and Aeneas to be the judge
lucan.bellum_civile,1_472,1_472,472 innumeras . . . linguas,vergil.aeneid,4_183,4_183,4.183 tot linguae,4,TB,,description of fama
lucan.bellum_civile,1_486,1_486,486 finxere,vergil.aeneid,4_188,4_188,4.188 ficti,3,TB,,fabricated rumors
lucan.bellum_civile,1_493,1_493,493-8 agmina . . . faces . . . ruit,vergil.aeneid,11_142,11_142,11.142-3 ruere et . . . / funereas rapuere faces,5,TB,,effects of fama
lucan.bellum_civile,1_5,1_5,5 certatum . . . orbis,vergil.aeneid,7_222,7_222,7.222-4 concurrerit orbis,3,TB; R,,clash of Europe and Asia (Greek and Troy) = civil war?
lucan.bellum_civile,1_4,1_4,4-5 rupto foedere regni / certatum totis concussi viribus orbis,vergil.aeneid,11_313,11_313,11.313 toto certatum est corpore regni,5,TB;R,,"Latinus ""we've fought with all the body of the kingdom""= with the the pact of the kingdom broken, all the forces fight"
lucan.bellum_civile,1_184,1_184,184 bellumque futurum,vergil.aeneid,9_642,9_642,9.642-3 bella / . . . uentura,3,TB;R,,Caesar's thoughts on wars to come = Apollo's prophecy to Ascanius
lucan.bellum_civile,1_191,1_191,191 iure,vergil.aeneid,9_642,9_642,9.642 iure,3,TB;R,,Rome ask if Caesar has come rightly as a citizen = Apollo tells Ascanius that he will fight wars rightly
lucan.bellum_civile,1_200,1_200,200 faue coeptis,vergil.aeneid,9_625,9_625,9.625 Juppiter omnipotens audacibus adnue coeptis,3,TB;R,,Caesar asks for favor as Ascanius does
lucan.bellum_civile,1_224,1_224,1.224 Hesperiae . . . aruis,vergil.aeneid,3_171,3_171,3.171 Dictea negat tibi Iuppiter arva,5,TB;R,,"Caesar enters Italy illegaly whereas the Penates tell Aeneas it isn't Crete, but Italy for him"
lucan.bellum_civile,1_225,1_225,225-6 pacem . . . / . . . foedera,vergil.aeneid,12_202,12_202,12.202 pacem . . . foedera,4,TB;R,,Caesar leaves peace behind = peace between Aeneas and Latinus
lucan.bellum_civile,1_226,1_226,226 te Fortuna sequor,vergil.aeneid,10_49,10_49,10.49 quacumque uiam dederit Fortuna sequatur,3,TB;R,,Caesar's apostrophe to Fortune recalls Venus' proposal that Aeneas be forgotten
lucan.bellum_civile,1_226,1_226,226 te Fortuna sequor,vergil.aeneid,12_435,12_435,12.435-6 disce . . . / fortunam ex aliis,5,TB;R,,Caesar's apostrophe to Fortune contradicts Aeneas' advice to Ascanius
lucan.bellum_civile,1_468,1_468,468 moenia conplet,vergil.aeneid,11_140,11_140,11.140 moenia replet,2,TB;R,,
lucan.bellum_civile,1_469,1_469,469 fama + context,vergil.aeneid,4_173,4_173,4.173 fama + context,4,TB;R,,description of fama
lucan.bellum_civile,1_495,1_495,495-6 turba per urbem / praecipiti lymphata gradu,vergil.aeneid,4_300,4_300,4.300-1 totamque incensa per urbem / bacchatur,4,TB;R,,crowd in panic = Dido in rage
lucan.bellum_civile,1_8,1_8,8 quis furor,vergil.aeneid,2_42,2_42,2.42 quae tanta insania,5,TB;V;R,,"madness of citizens going to civil war = madness of ""citizens,"" women burning ships"
lucan.bellum_civile,1_8,1_8,1.8 quis furor,vergil.aeneid,5_670,5_670,5.670 quis furor iste nouus,5,TB;V;R,,"madness of citizens going to civil war = madness of ""citizens,"" women burning ships"
lucan.bellum_civile,1_22,1_22,22 totum sub Latias leges cum miseris orbem,vergil.aeneid,4_231,4_231,4.231 totum sub leges mitteret orbem,5,TB;V;R,,Rome should fight itself only after it has dominated others = Jupiter telling Aeneas through Mercury that he is not meant to stay at Carthage but found a Roman empire
lucan.bellum_civile,1_28,1_28,28 horrida . . . dumis,vergil.aeneid,8_348,8_348,8.348 siluestribus horrida dumis,5,TB;V;R,,Rome abandoned after losses of civil war = Rome uncultivated before founding of city
lucan.bellum_civile,1_33,1_33,33-4 fata Neroni / inuenere uiam,vergil.aeneid,3_395,3_395,3.395 fata uiam inuenient,5,TB;V;R,,Fates finding way for Nero = Helenus saying fates will find way for Aeneas
lucan.bellum_civile,1_38,1_38,38 mercede,vergil.aeneid,7_317,7_317,7.317 mercede,5,TB;V;R,,"price of Nero as ruler = price required by Juno for the marriage of Aeneas and Laviania (according to Horsfall, ""itself an allusion to the civil war narrated by Lucan"")"
lucan.bellum_civile,1_60,1_60,60 positis armis (on Nero),vergil.aeneid,1_291,1_291,1.291 positis mitescent saecula bellis on Augustus,5,TB;V;R,,polemical allusion; Nero = Augustus
lucan.bellum_civile,1_61,1_61,61-2 pax . . . / compescat limina Iani,vergil.aeneid,1_294,1_294,1.294 claudentur Belli portae,4,TB;V;R,,"Lucan reverses Vergil's image of the gates of war being closed, a passage in which Vergil alludes to Ennius"
lucan.bellum_civile,1_186,1_186,186-7 uisa . . . / clara per obscuram uultu maestissima noctem,vergil.aeneid,2_270,2_270,2.270 ante oculos maestissimus Hector / uisus adesse,4,TB;V;R,,sad imago of Rome = sad ghost of Hector
lucan.bellum_civile,1_187,1_187,187 clara per obscuram uultu maestissima noctem ,vergil.aeneid,2_589,2_589,2.589-90 clara.../...pura per noctem in luce,3,TB;V;R,,common phrase for the luminosity of a supernatural figure
lucan.bellum_civile,1_195,1_195,195 magnae moenia,vergil.aeneid,2_294,2_294,2.294-5 moenia . . . / magna,4,TB;V;R,,Rome's walls common in poetry
lucan.bellum_civile,1_195,1_195,195 magnae moenia,vergil.aeneid,3_159,3_159,3.159-60 moenia . . . / magna,4,TB;V;R,,Rome's walls common in poetry
lucan.bellum_civile,1_205,1_205,205-12 leo ///...erexitque iubam /...infremuit lancea,vergil.aeneid,12_4,12_4,12.4-9 leo comantis / excutiens ceruice toros / telum et fremit,5,TB;V;R,,type scene; Caesar as angry lion = Turnus as angry lion
lucan.bellum_civile,1_469,1_469,1.469-71 fama . . . / . . . /. . . velox . . . nuntia belli,vergil.aeneid,4_188,4_188,4.188 ficti . . . nuntia veri,3,TB;V;R,,exaggerated rumors of Caesar's strength = stories of Dido and Aeneas spread by Fama
lucan.bellum_civile,1_484,1_484,1.484-5 quisque pauendo / dat uires famae ,vergil.aeneid,4_175,4_175,4.175 uirisque adquirit eundo,3,TB;V;R,,false rumors both grow as they spread
lucan.bellum_civile,1_495,1_495,1.495 turba per urbem / praecipiti lymphata gradu,vergil.aeneid,7_377,7_377,7.377 furit lymphata per urbem ,3,TB;V;R,,crowds fleeing Rome at Caesar's advent = Amata and Latin matrons in bacchic fury through city
lucan.bellum_civile,1_2,1_2,2 canimus,vergil.aeneid,1_1,1_1,1.1 cano,5,V,,poet sings story
lucan.bellum_civile,1_27,1_27,27 urbibus errat,vergil.aeneid,1_578,1_578,1.578 urbibus errat,4,V,,
lucan.bellum_civile,1_67,1_67,67 fert animus causas tantarum expromere rerum,vergil.aeneid,4_232,4_232,4.232 tantarum gloria rerum,3,V,,origins of war = Jupiter saying glory of empire not yet motivating Aeneas to leave Carthage
lucan.bellum_civile,1_67,1_67,67 fert animus causas tantarum expromere rerum,vergil.aeneid,4_272,4_272,4.272 tantarum gloria rerum,3,V,,origins of war = Merc. reporting speech of Jupiter saying glory of empire not yet motivating Aeneas to leave Carthage
lucan.bellum_civile,1_102,1_102,102-3 fretum . . . mare,vergil.aeneid,1_246,1_246,1.246 mare . . . pelago,3,V,,sea burying land (Corinth = Padua)
lucan.bellum_civile,1_191,1_191,191 uiri,vergil.aeneid,2_668,2_668,2.668 uiri,5,V,,address to soldiery; one word in context
lucan.bellum_civile,1_224,1_224,224 constitit (Caesar),vergil.aeneid,8_381,8_381,8.381 Rutulorum constitit oris,3,V,,Caesar sets foot across the Rubicon = Aeneas sets foot on Rutulian land
lucan.bellum_civile,1_230,1_230,230 Parthi post terga sagitta,vergil.aeneid,12_856,12_856,12.856 sagitta / Parthus,4,V,,Caesar or Juturna moving as fast as missile weapon
lucan.bellum_civile,1_232,1_232,232 fugiebant astra,vergil.aeneid,3_521,3_521,3.521 stellis . . . fugatis,3,V,,transition from night to day
lucan.bellum_civile,1_232,1_232,232 fugiebant astra,vergil.aeneid,10_257,10_257,10.257 dies noctemque fugarat,3,V,,transition from night to day
lucan.bellum_civile,1_238,1_238,238-43 classica ///...crate // enses,vergil.aeneid,7_633,7_633,7.633-40 cratis ///...ensis/classica //...ense ,4,V,,type scene; prep for war in both
lucan.bellum_civile,1_246,1_246,246 gelidus . . . artus,vergil.aeneid,3_259,3_259,3.259 gelidus . . . sanguis,3,V,,people of Arminum fear Caesar as Trojans fear Celaeno's prophecy
lucan.bellum_civile,1_260,1_260,260 murmure pontus,vergil.aeneid,1_124,1_124,1.124 murmure pontum,3,V,,silence of frightened Roman citizens like calm sea = Neptune seeing seas in turmoil
lucan.bellum_civile,1_269,1_269,269 uenali,vergil.aeneid,6_621,6_621,6.621-2 uendidit . . . pretio,4,V,,willingness to sell out country (Curio = men in underwold)
lucan.bellum_civile,1_294,1_294,294-5 carcere clauso / immineat foribus pronusque repagula laxet,vergil.aeneid,11_492,11_492,11.492-7 abruptis fugit praesepia uinclis,5,V,,similes of Caesar as horse straining against starting gate (going to war) = Turnus as horse breaking free and running as he girds for war
lucan.bellum_civile,1_334,1_334,334 improbe,vergil.aeneid,2_356,2_356,2.356 improba (one word no strong relation),2,V,,
lucan.bellum_civile,1_354,1_354,354-5 animosque tumentes frangunt,vergil.aeneid,1_202,1_202,1.202 reuocate animos,5,V,,reversal: Aeneas tells men to take heart = Caesar's troops are afraid until Laelius' speaks
lucan.bellum_civile,1_405,1_405,405-8 quaque with ref. to sea,vergil.aeneid,7_801,7_801,7.801 qua with ref. to sea,2,V,,
lucan.bellum_civile,1_424,1_424,423 leues . . . in armis,vergil.aeneid,5_37,5_37,5.37 horridus in iaculis ,3,V,,
lucan.bellum_civile,1_430,1_430,430 te apostrophe in catalogue,vergil.aeneid,7_241,7_241,7.241 apostrophe in catalogue,1,V,,DNE
lucan.bellum_civile,1_430,1_430,430 te apostrophe in catalogue,vergil.aeneid,10_139,10_139,10.139 apostrophe in catalogue,3,V,,Sarmatians = Ismarus
lucan.bellum_civile,1_430,1_430,430 te apostrophe in catalogue,vergil.aeneid,10_185,10_185,10.185 apostrophe in catalogue,3,V,,Sarmatians = Cynarus
lucan.bellum_civile,1_430,1_430,430 te apostrophe in catalogue,vergil.aeneid,12_588,12_588,12.588 apostrophe in catalogue,1,V,,DNE
lucan.bellum_civile,1_456,1_456,456 idem spiritus artus,vergil.aeneid,4_336,4_336,4.336 spiritus hos regit artus,3,V,,belief of Druids that spirit goes elsewhere after death = Aeneas will remember Dido as long as he has spiritus
lucan.bellum_civile,1_573,1_573,573 flagranti uertice pinum,vergil.aeneid,7_397,7_397,7.397 flagrantem feruida pinum,5,V,,Fury of war brandishing torch = Amata spurring on war with torch
lucan.bellum_civile,1_669,1_669,669 quid prodest poscere finem?,vergil.aeneid,1_241,1_241,1.241 quem das finem . . . laborem,4,V,,No point in asking purposes of gods = Venus complaining to Jupiter about labors of Aeneas
lucan.bellum_civile,1_683,1_683,683 primos me ducis in ortus ,vergil.aeneid,4_118,4_118,4.118 primos crastinus ortus,2,V,,
lucan.bellum_civile,1_687,1_687,687 quo tristis Enyo,vergil.aeneid,2_337,2_337,2.337 quo tristis Erinys,3,V,,matron goes where Fury takes her = Aeneas goes where battle takes him
lucan.bellum_civile,1_7,1_7,7 pares . . . pila,vergil.aeneid,6_826,6_826,6.826 paribus . . . armis,5,V;R,,Dead Anchises foretells the civil war between Caesar and Pompey
lucan.bellum_civile,1_11,1_11,11 umbraque erraret Crassus inulta,vergil.aeneid,6_328,6_328,6.328-30 unburied souls fly about on shore of Hades for 100 years,4,V;R,,souls wandering
lucan.bellum_civile,1_21,1_21,1.21 si tantus amor belli tibi Roma nefandi,vergil.aeneid,2_10,2_10,2.10 tantus amor casus cognoscere nostros,3,V;R,,Rome's love of war = Dido's love of hearing story of fall of Troy
lucan.bellum_civile,1_21,1_21,1.21 si tantus amor belli tibi Roma nefandi,vergil.aeneid,6_133,6_133,6.133 si tantus amor menti,3,V;R,,destruction of Rome via civil war = sybil saying she will lead Aeneas into underworld
lucan.bellum_civile,1_29,1_29,29 desuntque manus poscentibus aruis,vergil.aeneid,11_379,11_379,11.379 bella manus poscunt,5,V;R,,fields abandoned in civil war = Turnus to Drances: you don't fight when war demands it
lucan.bellum_civile,1_62,1_62,62 limina Iani,vergil.aeneid,7_610,7_610,7.607-13 limine Ianus,5,V;R,,
lucan.bellum_civile,1_64,1_64,64 secreta mouentem,vergil.aeneid,1_262,1_262,1.262 fatorum arcana movebo,3,V;R,,"no need to learn fates as long as they brought Nero = poet will reveal story; synonym, different case endings"
lucan.bellum_civile,1_67,1_67,67 fert animus causas tantarum expromere rerum,vergil.aeneid,1_8,1_8,1.8 Musa mihi causas memora,5,V;R,,similar theme: opening of epic tale
lucan.bellum_civile,1_68,1_68,68 immensum aperitur opus,vergil.aeneid,7_45,7_45,7.45 maius opus moueo,5,V;R,,poet on beginning great tale
lucan.bellum_civile,1_75,1_75,75-6 ignea astra,vergil.aeneid,4_352,4_352,4.352 astra ignea,3,V;R,,Rome collapsing of greatness like world in ekpyrosis = Aeneas seeing Anchises calling him at night in dreams
lucan.bellum_civile,1_81,1_81,81 laetis . . . rebus,vergil.aeneid,2_783,2_783,2.783 res laetae,5,V;R,,Rome falls because gods place limit on prosperity = Creusa saying good things await Aeneas in Italy
lucan.bellum_civile,1_84,1_84,84 causa malorum,vergil.aeneid,11_361,11_361,11.361 causa malorum,5,V;R,,Rome as cause of strife among three leaders = Drances calls Turnus the cause of evils
lucan.bellum_civile,1_97,1_97,97 exiguum dominos commisit asylum,vergil.aeneid,8_342,8_342,8.342 lucum . . . quem Romulus acer asylum / rettulit,4,V;R,,"""corrects the dimesnsions of Romulus' asylum as it exposes the fratricidal aspect of the myth that Vergil supressed"""
lucan.bellum_civile,1_114,1_114,114 fata dedissent,vergil.aeneid,11_112,11_112,11.112 sedemque dedissent,3,V;R,,standard phrasing but civil war context (Aeneas on fate that brought him to Italy = fate that took Julia)
lucan.bellum_civile,1_132,1_132,132 popularibus auris,vergil.aeneid,6_816,6_816,6.816 popularibus auris,5,V;R,,Pompey's desire for popular approval = Ancus' desire for popular approval
lucan.bellum_civile,1_135,1_135,135 nominis umbra,vergil.aeneid,11_223,11_223,11.223 magnum nomen,5,V;R,,Pomepy's great name = Turnus held up by the queen's great name
lucan.bellum_civile,1_136,1_136,1.136-43 quercus . . . nec iam ualidis radicibus . . . frondes . . . robore,vergil.aeneid,4_441,4_441,4.441-6 ualidam cum robore quercum . . . frondes . . . radice,5,V;R,,Pompey as oak = Aeneas as oak
lucan.bellum_civile,1_193,1_193,193 riguere comae,vergil.aeneid,2_774,2_774,2.774 steterunt comae,5,V;R,,standard response to supernatural visitation
lucan.bellum_civile,1_193,1_193,193 riguere comae,vergil.aeneid,3_48,3_48,3.48 steterunt comae,5,V;R,,standard response to supernatural visitation
lucan.bellum_civile,1_209,1_209,209 uasto . . . hiatu,vergil.aeneid,6_237,6_237,6.237 uastoque . . . hiatu,3,V;R,,lion's roar = Sybil's cave
lucan.bellum_civile,1_228,1_228,228 rapit agmina,vergil.aeneid,12_450,12_450,12.450 rapit agmen,3,V;R,,Caesar going over Rubicon = Aeneas charging the field to find Turnus
lucan.bellum_civile,1_246,1_246,246 occupat artus,vergil.aeneid,7_446,7_446,7.446 occupat artus,3,V;R,,people of Arminum fear Ceasar as Turnus fears Allecto; Virgilian line ending
lucan.bellum_civile,1_261,1_261,261 gelidas . . . umbras,vergil.aeneid,11_210,11_210,11.210 gelidam . . . umbram,3,V;R,,chill of dawn dispelled when Caesar starts back at invasion = dispersing of chill at dawn after funerals and before Latin council convenes
lucan.bellum_civile,1_299,1_299,1.299 bellorum o socii qui mille pericula Martis,vergil.aeneid,1_198,1_198,1.198-9 O socii (neque enim ignari sumus ante malorum),4,V;R,,similar situation: leader inciting soldiers to take heart
lucan.bellum_civile,1_327,1_327,327 tigres . . . / . . . nemore Hyrcano,vergil.aeneid,4_367,4_367,4.367 Hyrcanaeque . . . tigres,3,V;R,,Caesar compares Pompey to bloodthirsty tiger = Dido alleges that Aeneas is so inhuman that he must have been raised by tigers
lucan.bellum_civile,1_333,1_333,"333 tamen used without preceding ""although""",vergil.aeneid,3_341,3_341,"3.341 tamen used without preceding ""although""",2,V;R,,
lucan.bellum_civile,1_345,1_345,1.345 quae moenia fessis ,vergil.aeneid,3_85,3_85,3.85 da moenia fessis ,5,V;R,,Caesar asking what home will be given to his veterans if he and they are deprived of their rights = Aeneas asking Apollo on Delos what home is to be given to the Trojans
lucan.bellum_civile,1_354,1_354,1.354 caede feras mentes animosque tumentes,vergil.aeneid,6_49,6_49,6.49 rabie fera corda tument,3,V;R,,crowd before Laelius' speech = Sibyl before prophecy
lucan.bellum_civile,1_366,1_366,1.366 usque adeo miserum est ciuili uincere bello,vergil.aeneid,12_646,12_646,12.646 usque adeone mori miserum est ,5,V;R,,"Turnus'rhetorical question = Laelius' rhetorical question, both encouragements to fight"
lucan.bellum_civile,1_367,1_367,367 inhospita Syrtis,vergil.aeneid,4_41,4_41,4.41 inhospita Syrtis,4,V;R,,description of Syrtis see 1.686
lucan.bellum_civile,1_388,1_388,1.388 it . . . clamor ,vergil.aeneid,12_409,12_409,12.409 it clamor,4,V;R,,frequent phrase in negative context
lucan.bellum_civile,1_467,1_467,1.467 audendi maiora ,vergil.aeneid,10_811,10_811,10.811 maioraque . . . Audes,3,V;R,,Caesar confident in his men dares further battles = Aeneas asking Lausus why he is daring so much
lucan.bellum_civile,1_467,1_467,467 audendi maiora,vergil.aeneid,12_814,12_814,12.814 maiora audere probaui,3,V;R,,Caesar confident in his men dares further battles = Juno admitting she urged Juturna to press Turnus to do more in the Latin cause
lucan.bellum_civile,1_493,1_493,493 credas,vergil.aeneid,8_691,8_691,8.691 credas,2,V;R,,credas as common epic way of introducing simile
lucan.bellum_civile,1_493,1_493,493 credas,vergil.aeneid,11_528,11_528,11.528 uelis ,2,V;R,,credas/uelis as common epic way of introducing simile
lucan.bellum_civile,1_524,1_524,524 manifesta fides,vergil.aeneid,2_309,2_309,2.309 manifesta fides,4,V;R,,proof of coming calamity = proof of sack of Troy by observation of Aeneas
lucan.bellum_civile,1_524,1_524,524 manifesta fides,vergil.aeneid,3_375,3_375,3.375 manifesta fides,4,V;R,,proof of coming calamity = proof of Aeneas' divine mission
lucan.bellum_civile,1_584,1_584,584 de more uetusto,vergil.aeneid,11_142,11_142,11.142 de more uetusto,3,V;R,,Romans follow custom in consulting seers as Evander celebrates victory as is accustomed
lucan.bellum_civile,1_604,1_604,604 tollens apicem generoso uertice,vergil.aeneid,8_664,8_664,8.664 lanigeros apices,3,V;R,,similar descriptions of Flamines with wool on caps
lucan.bellum_civile,1_632,1_632,632-3 litaui . . . sacrum,vergil.aeneid,4_50,4_50,4.50 sacrisque litatis,3,V;R,,seer Arruns complains to Jupiter = Anna tells Dido to sacrifice to find out about keeping Aeneas